id,timestamp,face_gone_time,closed_time,opened_time,gone_duration,closed_eyes_duration,open_eyes_duration
1,2024-07-22 11:36:08,1721615768.9361157,-1.0,-1.0,1.0,0.0,0.0
2,2024-07-22 11:36:09,1721615768.9361157,-1.0,-1.0,2.0,0.0,0.0
3,2024-07-22 11:36:09,1721615768.9361157,-1.0,-1.0,3.0,0.0,0.0
4,2024-07-22 11:36:09,1721615768.9361157,-1.0,-1.0,4.0,0.0,0.0
5,2024-07-22 11:36:10,1721615768.9361157,-1.0,-1.0,5.0,0.0,0.0
6,2024-07-22 11:36:10,1721615768.9361157,-1.0,-1.0,6.0,0.0,0.0
7,2024-07-22 11:36:10,1721615768.9361157,-1.0,-1.0,7.0,0.0,0.0
8,2024-07-22 11:36:10,1721615768.9361157,-1.0,-1.0,8.0,0.0,0.0
9,2024-07-22 11:36:10,1721615768.9361157,-1.0,-1.0,9.0,0.0,0.0
10,2024-07-22 11:36:11,1721615768.9361157,-1.0,-1.0,10.0,0.0,0.0
11,2024-07-22 11:36:11,1721615768.9361157,-1.0,-1.0,11.0,0.0,0.0
12,2024-07-22 11:36:11,1721615768.9361157,-1.0,-1.0,12.0,0.0,0.0
13,2024-07-22 11:36:11,1721615768.9361157,-1.0,-1.0,13.0,0.0,0.0
14,2024-07-22 11:36:11,-1.0,-1.0,1721615771.9599864,0.0,0.0,1.0
15,2024-07-22 11:36:12,-1.0,-1.0,1721615771.9599864,0.0,0.0,2.0
16,2024-07-22 11:36:12,-1.0,-1.0,1721615771.9599864,0.0,0.0,3.0
17,2024-07-22 11:36:12,-1.0,-1.0,1721615771.9599864,0.0,0.0,4.0
18,2024-07-22 11:36:12,-1.0,-1.0,1721615771.9599864,0.0,0.0,5.0
19,2024-07-22 11:36:13,-1.0,-1.0,1721615771.9599864,0.0,0.0,6.0
20,2024-07-22 11:36:13,-1.0,-1.0,1721615771.9599864,0.0,0.0,7.0
21,2024-07-22 11:36:13,-1.0,-1.0,1721615771.9599864,0.0,0.0,8.0
22,2024-07-22 11:36:13,-1.0,-1.0,1721615771.9599864,0.0,0.0,9.0
23,2024-07-22 11:36:13,-1.0,-1.0,1721615771.9599864,0.0,0.0,10.0
24,2024-07-22 11:36:14,-1.0,-1.0,1721615771.9599864,0.0,0.0,11.0
25,2024-07-22 11:36:14,-1.0,-1.0,1721615771.9599864,0.0,0.0,12.0
26,2024-07-22 11:36:14,-1.0,-1.0,1721615771.9599864,0.0,0.0,13.0
27,2024-07-22 11:36:14,-1.0,-1.0,1721615771.9599864,0.0,0.0,14.0
28,2024-07-22 11:36:14,-1.0,-1.0,1721615771.9599864,0.0,0.0,15.0
29,2024-07-22 11:36:15,-1.0,-1.0,1721615771.9599864,0.0,0.0,16.0
30,2024-07-22 11:36:15,-1.0,1721615775.357057,-1.0,0.0,1.0,0.0
31,2024-07-22 11:36:15,-1.0,1721615775.357057,-1.0,0.0,2.0,0.0
32,2024-07-22 11:36:15,-1.0,-1.0,1721615775.7648475,0.0,0.0,1.0
33,2024-07-22 11:36:15,-1.0,-1.0,1721615775.7648475,0.0,0.0,2.0
34,2024-07-22 11:36:16,-1.0,-1.0,1721615775.7648475,0.0,0.0,3.0
35,2024-07-22 11:36:16,-1.0,-1.0,1721615775.7648475,0.0,0.0,4.0
36,2024-07-22 11:36:16,-1.0,-1.0,1721615775.7648475,0.0,0.0,5.0
37,2024-07-22 11:36:16,-1.0,1721615776.8038707,-1.0,0.0,1.0,0.0
38,2024-07-22 11:36:17,-1.0,-1.0,1721615777.0058956,0.0,0.0,1.0
39,2024-07-22 11:36:17,-1.0,-1.0,1721615777.0058956,0.0,0.0,2.0
40,2024-07-22 11:36:17,-1.0,-1.0,1721615777.0058956,0.0,0.0,3.0
41,2024-07-22 11:36:17,-1.0,-1.0,1721615777.0058956,0.0,0.0,4.0
42,2024-07-22 11:36:17,-1.0,-1.0,1721615777.0058956,0.0,0.0,5.0
43,2024-07-22 11:36:18,-1.0,-1.0,1721615777.0058956,0.0,0.0,6.0
44,2024-07-22 11:36:18,-1.0,-1.0,1721615777.0058956,0.0,0.0,7.0
45,2024-07-22 11:36:18,-1.0,-1.0,1721615777.0058956,0.0,0.0,8.0
46,2024-07-22 11:36:18,-1.0,1721615778.6493285,-1.0,0.0,1.0,0.0
47,2024-07-22 11:36:18,-1.0,-1.0,1721615778.8729153,0.0,0.0,1.0
48,2024-07-22 11:36:19,-1.0,-1.0,1721615778.8729153,0.0,0.0,2.0
49,2024-07-22 11:36:19,-1.0,1721615779.2696197,-1.0,0.0,1.0,0.0
50,2024-07-22 11:36:19,-1.0,-1.0,1721615779.4650521,0.0,0.0,1.0
51,2024-07-22 11:36:19,-1.0,1721615779.6665652,-1.0,0.0,1.0,0.0
52,2024-07-22 11:36:19,-1.0,-1.0,1721615779.8556993,0.0,0.0,1.0
53,2024-07-22 11:36:20,-1.0,-1.0,1721615779.8556993,0.0,0.0,2.0
54,2024-07-22 11:36:20,-1.0,-1.0,1721615779.8556993,0.0,0.0,3.0
55,2024-07-22 11:36:45,-1.0,-1.0,1721615805.83876,0.0,0.0,1.0
56,2024-07-22 11:36:46,-1.0,-1.0,1721615805.83876,0.0,0.0,2.0
57,2024-07-22 11:36:46,-1.0,-1.0,1721615805.83876,0.0,0.0,3.0
58,2024-07-22 11:36:46,-1.0,-1.0,1721615805.83876,0.0,0.0,4.0
59,2024-07-22 11:36:47,-1.0,-1.0,1721615805.83876,0.0,0.0,5.0
60,2024-07-22 11:36:47,-1.0,-1.0,1721615805.83876,0.0,0.0,6.0
61,2024-07-22 11:36:48,-1.0,-1.0,1721615805.83876,0.0,0.0,7.0
62,2024-07-22 11:36:48,-1.0,-1.0,1721615805.83876,0.0,0.0,8.0
63,2024-07-22 11:36:48,-1.0,-1.0,1721615805.83876,0.0,0.0,9.0
64,2024-07-22 11:36:48,-1.0,-1.0,1721615805.83876,0.0,0.0,10.0
65,2024-07-22 11:36:49,-1.0,-1.0,1721615805.83876,0.0,0.0,11.0
66,2024-07-22 11:36:49,-1.0,-1.0,1721615805.83876,0.0,0.0,12.0
67,2024-07-22 11:36:49,-1.0,-1.0,1721615805.83876,0.0,0.0,13.0
68,2024-07-22 11:36:49,-1.0,-1.0,1721615805.83876,0.0,0.0,14.0
69,2024-07-22 11:36:50,-1.0,-1.0,1721615805.83876,0.0,0.0,15.0
70,2024-07-22 11:36:50,-1.0,-1.0,1721615805.83876,0.0,0.0,16.0
71,2024-07-22 11:36:50,-1.0,-1.0,1721615805.83876,0.0,0.0,17.0
72,2024-07-22 11:36:51,-1.0,-1.0,1721615805.83876,0.0,0.0,18.0
73,2024-07-22 11:36:51,-1.0,-1.0,1721615805.83876,0.0,0.0,19.0
74,2024-07-22 11:36:51,-1.0,-1.0,1721615805.83876,0.0,0.0,20.0
75,2024-07-22 11:36:51,-1.0,-1.0,1721615805.83876,0.0,0.0,21.0
76,2024-07-22 11:36:52,-1.0,-1.0,1721615805.83876,0.0,0.0,22.0
77,2024-07-22 11:36:52,-1.0,-1.0,1721615805.83876,0.0,0.0,23.0
78,2024-07-22 11:36:52,-1.0,-1.0,1721615805.83876,0.0,0.0,24.0
79,2024-07-22 11:36:52,-1.0,-1.0,1721615805.83876,0.0,0.0,25.0
80,2024-07-22 11:36:53,-1.0,-1.0,1721615805.83876,0.0,0.0,26.0
81,2024-07-22 11:36:53,-1.0,-1.0,1721615805.83876,0.0,0.0,27.0
82,2024-07-22 11:36:53,-1.0,-1.0,1721615805.83876,0.0,0.0,28.0
83,2024-07-22 11:36:53,-1.0,-1.0,1721615805.83876,0.0,0.0,29.0
84,2024-07-22 11:36:54,-1.0,-1.0,1721615805.83876,0.0,0.0,30.0
85,2024-07-22 11:36:54,-1.0,-1.0,1721615805.83876,0.0,0.0,31.0
86,2024-07-22 11:36:54,-1.0,-1.0,1721615805.83876,0.0,0.0,32.0
87,2024-07-22 11:36:54,-1.0,-1.0,1721615805.83876,0.0,0.0,33.0
88,2024-07-22 11:36:55,-1.0,-1.0,1721615805.83876,0.0,0.0,34.0
89,2024-07-22 11:36:55,-1.0,-1.0,1721615805.83876,0.0,0.0,35.0
90,2024-07-22 11:36:55,-1.0,-1.0,1721615805.83876,0.0,0.0,36.0
91,2024-07-22 11:36:55,-1.0,-1.0,1721615805.83876,0.0,0.0,37.0
92,2024-07-22 11:36:55,-1.0,1721615815.857736,-1.0,0.0,1.0,0.0
93,2024-07-22 11:36:56,-1.0,-1.0,1721615816.0981703,0.0,0.0,1.0
94,2024-07-22 11:36:56,-1.0,-1.0,1721615816.0981703,0.0,0.0,2.0
95,2024-07-22 11:36:56,-1.0,-1.0,1721615816.0981703,0.0,0.0,3.0
96,2024-07-22 11:36:56,-1.0,-1.0,1721615816.0981703,0.0,0.0,4.0
97,2024-07-22 11:36:56,-1.0,-1.0,1721615816.0981703,0.0,0.0,5.0
98,2024-07-22 11:36:57,-1.0,-1.0,1721615816.0981703,0.0,0.0,6.0
99,2024-07-22 11:37:41,1721615861.7272918,-1.0,-1.0,1.0,0.0,0.0
100,2024-07-22 11:37:42,-1.0,1721615862.001931,-1.0,0.0,1.0,0.0
101,2024-07-22 11:37:42,-1.0,1721615862.001931,-1.0,0.0,2.0,0.0
102,2024-07-22 11:37:42,1721615862.4578426,1721615862.001931,-1.0,1.0,2.0,0.0
103,2024-07-22 11:37:42,1721615862.4578426,1721615862.001931,-1.0,2.0,2.0,0.0
104,2024-07-22 11:37:42,1721615862.4578426,1721615862.001931,-1.0,3.0,2.0,0.0
105,2024-07-22 11:37:43,-1.0,-1.0,1721615863.0753577,0.0,0.0,1.0
106,2024-07-22 11:37:43,-1.0,-1.0,1721615863.0753577,0.0,0.0,2.0
107,2024-07-22 11:37:43,-1.0,1721615863.4768114,-1.0,0.0,1.0,0.0
108,2024-07-22 11:37:43,1721615863.6605275,1721615863.4768114,-1.0,1.0,1.0,0.0
109,2024-07-22 11:37:43,1721615863.6605275,1721615863.4768114,-1.0,2.0,1.0,0.0
110,2024-07-22 11:37:44,1721615863.6605275,1721615863.4768114,-1.0,3.0,1.0,0.0
111,2024-07-22 11:37:44,-1.0,-1.0,1721615864.2571783,0.0,0.0,1.0
112,2024-07-22 11:37:44,-1.0,-1.0,1721615864.2571783,0.0,0.0,2.0
113,2024-07-22 11:37:44,-1.0,-1.0,1721615864.2571783,0.0,0.0,3.0
114,2024-07-22 11:37:44,-1.0,-1.0,1721615864.2571783,0.0,0.0,4.0
115,2024-07-22 11:37:45,-1.0,-1.0,1721615864.2571783,0.0,0.0,5.0
116,2024-07-22 11:37:45,-1.0,-1.0,1721615864.2571783,0.0,0.0,6.0
117,2024-07-22 11:37:45,-1.0,-1.0,1721615864.2571783,0.0,0.0,7.0
118,2024-07-22 11:37:45,-1.0,-1.0,1721615864.2571783,0.0,0.0,8.0
119,2024-07-22 11:37:45,-1.0,-1.0,1721615864.2571783,0.0,0.0,9.0
120,2024-07-22 11:37:46,-1.0,-1.0,1721615864.2571783,0.0,0.0,10.0
121,2024-07-22 11:37:46,-1.0,-1.0,1721615864.2571783,0.0,0.0,11.0
122,2024-07-22 11:37:46,-1.0,-1.0,1721615864.2571783,0.0,0.0,12.0
123,2024-07-22 11:37:46,-1.0,-1.0,1721615864.2571783,0.0,0.0,13.0
124,2024-07-22 11:37:47,-1.0,-1.0,1721615864.2571783,0.0,0.0,14.0
125,2024-07-22 11:37:47,-1.0,-1.0,1721615864.2571783,0.0,0.0,15.0
126,2024-07-22 11:37:47,-1.0,-1.0,1721615864.2571783,0.0,0.0,16.0
127,2024-07-22 11:37:47,-1.0,-1.0,1721615864.2571783,0.0,0.0,17.0
128,2024-07-22 11:37:47,-1.0,-1.0,1721615864.2571783,0.0,0.0,18.0
129,2024-07-22 11:37:48,-1.0,-1.0,1721615864.2571783,0.0,0.0,19.0
130,2024-07-22 11:37:48,-1.0,-1.0,1721615864.2571783,0.0,0.0,20.0
131,2024-07-22 11:37:48,-1.0,-1.0,1721615864.2571783,0.0,0.0,21.0
132,2024-07-22 11:37:48,-1.0,-1.0,1721615864.2571783,0.0,0.0,22.0
133,2024-07-22 11:37:48,-1.0,-1.0,1721615864.2571783,0.0,0.0,23.0
134,2024-07-22 11:37:49,-1.0,-1.0,1721615864.2571783,0.0,0.0,24.0
135,2024-07-22 11:37:49,-1.0,-1.0,1721615864.2571783,0.0,0.0,25.0
136,2024-07-22 11:37:49,-1.0,-1.0,1721615864.2571783,0.0,0.0,26.0
137,2024-07-22 11:37:49,-1.0,-1.0,1721615864.2571783,0.0,0.0,27.0
138,2024-07-22 11:37:49,-1.0,-1.0,1721615864.2571783,0.0,0.0,28.0
139,2024-07-22 11:37:50,-1.0,-1.0,1721615864.2571783,0.0,0.0,29.0
140,2024-07-22 11:37:50,-1.0,-1.0,1721615864.2571783,0.0,0.0,30.0
141,2024-07-22 11:37:50,1721615870.5515172,-1.0,1721615864.2571783,1.0,0.0,30.0
142,2024-07-22 11:37:50,-1.0,-1.0,1721615864.2571783,0.0,0.0,31.0
143,2024-07-22 11:37:50,1721615870.9359634,-1.0,1721615864.2571783,1.0,0.0,31.0
144,2024-07-22 11:37:51,1721615870.9359634,-1.0,1721615864.2571783,2.0,0.0,31.0
145,2024-07-22 11:37:51,1721615870.9359634,-1.0,1721615864.2571783,3.0,0.0,31.0
146,2024-07-22 11:37:51,-1.0,-1.0,1721615864.2571783,0.0,0.0,32.0
147,2024-07-22 11:37:51,-1.0,1721615871.755969,-1.0,0.0,1.0,0.0
148,2024-07-22 11:37:51,-1.0,-1.0,1721615871.94443,0.0,0.0,1.0
149,2024-07-22 11:37:52,-1.0,-1.0,1721615871.94443,0.0,0.0,2.0
150,2024-07-22 11:37:52,-1.0,-1.0,1721615871.94443,0.0,0.0,3.0
151,2024-07-22 11:37:52,1721615872.5577812,-1.0,1721615871.94443,1.0,0.0,3.0
152,2024-07-22 11:37:52,1721615872.5577812,-1.0,1721615871.94443,2.0,0.0,3.0
153,2024-07-22 11:37:52,-1.0,-1.0,1721615871.94443,0.0,0.0,4.0
